overall,reviewText,summary
5,Fits as expected,Five Stars
5,My favorite walking shoe.,Five Stars
5,My granddaughter loved her dress.  She wore it for her birthday and was really happy to be a princess.,Five Stars
5,Very nice quality.,Five Stars
5,"Well made, thick material. Very happy with this purchase",Very happy with this purchase
5,Bought two of these hats.  I love them.  Going on an Alaskan cruise in may.  Can't wait to wear them.,I love them. Going on an Alaskan cruise in may
5,awesome and great quality,Five Stars
5,Wedding gift for the groom & best man.,Five Stars
5,BELLOOOOOOOO,Five Stars
5,New favorite shorts,Five Stars
5,Quality is great!,Five Stars
5,"My Mother-in-law got these for my daughter in a size 6, and they fit perfectly! She loves them, and  they are easy to put on.",They fit perfectly!
5,Sorry for the delay. .. didn't Realize i forgot to leave a response. .Intended receiver Loved it !! Thanks,Intended receiver Loved it!
5,"I thought it might look like a cheap iron on, but it's great quality. Image looks nice and vintage.",Definitely a Good shirt
5,looks good and it's not too big,Five Stars
5,Loved Them,Loved
5,Pretty good desing.,Five Stars
5,"Very nice, my husband's go to shirt...",Love
5,I love these shirts . Im 5'6  125lbs got a medium fits perfect. I bought the coral color ... loved how it fit bought 3 more!!!! The way the back is cut u cant see ur bra strapes and i love love love the back!!!,I love these shirts
5,I wear these all the time and get compliments on them.  I will only buy socks from Stance,Best socks ever
5,great product! fits well and very well made,Five Stars
5,This is a great shirt for Jeter fans! I like the color and the logo shows up just fine.,Great Shirt!
5,Excellent craftsmanship at a very reasonable price. Item would cost 10 times as much if made in the USA AND NOT be of the same quality.,Excellent craftsmanship
5,Love the leggings  they fit and look great!!,Eowsrzm tattoo painted skull leggings
5,Great buttons nothing is wrong with them,Five Stars
5,"Very nice. Keeps my head warm and I can pull it over my ears. Has a fuzzy lining, which is nice.",Warm and cozy
5,"My Husband gets compliments on these every time he stretches or if the tops of them peek out of his pants when he is doing various things and the first thing a lot of people say is "" Wow Puma makes underwear? thats awesome!"" and we always recommend getting them from this seller on Amazon. Super easy to purchase and they are well made and come in various colors! He absolutely loves the way they fit, feel and look along with the durability and how the colors never fade. Very great purchase, will buy more Actually... I already did!",GREAT UNDIES
5,"LOVE this suit. For a busty lady who finds bathing suit shopping an absolute nightmare, I was surprised how well this fit. Strongly recommend for anyone large-chested who needs underwire support. I bought the 34F and it is a bit of a struggle to get into (I have to have somebody clip the back for me), but once you're in there, you're not going anywhere. Very secure. The sizing is UK sizing, not US, so pay attention to that. I already knew my size in Panache so I was alright, but do some googling if you haven't bought Panache before. Some reviewers are saying that it has a short torso and doesn't work for taller people. I'm 5'4"" and it fits great....can't speak for heights taller than that!","Very supportive! Busty ladies, take note!"
5,This jacket is so cute and fuzzy! I almost didn't buy reading the reviews of it making everything fuzzy..then when I did get it i was afraid to wear it under my jacket in fear I would ruin my jacket. Afraid to wash it with other things because the fuzzy would ruin everything. WELL APPARANTLY REVIEWS ARENT ALWAYS CORRECT! this is my favorite go to jacket! Lightweight. Soft. Cuddly. This jacket is just so darn comfy and it doesn't shed anything. Anywhere. Great buy! Love it!,Does not shed!
5,Great hat!,Christmas cool points!
5,Very good sunglasses.,Five Stars
5,soft. cute. cheap,"soft, cute, cheap."
5,"The sweater is beautiful. The wool is so soft, warm and very light. I have the steel blue sweater and the color looks even nicer than expected.

The sweater has a very unusual design with a beautiful shawl collar. I need to admit that when I first unpacked the sweater it puzzled me for 30 seconds as I didn't know how to put it on. It seemed to be missing an opening for the head but then I remembered the product pictures and put the sleeves first and then folded out the collar.

I fit in large size but I wish the product was also offered in xl size, then I would have more of this extra shawl fabric to wrap myself with.

I am considering buying another one in different color in a month or two.

Great sweater, my favorite right now.",Very stylish!
5,"Very cute, but if you have low arches you should wear extra insoles. I got them a half size larger than my usual shoe size, and they fit perfectly. They are good for the office when you just need a plain but still stylish flat shoe for the day. I wouldn't walk miles in them, but they are good for every day, average walking, use.",nice shiny black
5,"Cute, lovely set. Short without adjusting waist.",Five Stars
5,adorable and made my granddaughter very happy!,Five Stars
5,I was impressed with this corset for the price as were others who saw it. To be clear I work a ren festival and bought this for a theme weekend character part. Our festival has high expectations for character costumes and this worked well. I didn't have an issue with the pacing but professionally we lace with boot laces.,I was impressed with this corset for the price as ...
5,"Nice addition, nice pricing and I loved the fact that they arrived with Amazon lightning speed. Warm and cozy!",I love my Toms!
5,If they came in 20 colors I would buy one of each!,Five Stars
5,Super cute and comfortable! Great buy!,Supercalifragilisticexpialidocious
5,"Russell Athletic just makes good stuff.  My softball teams used them, I used them and now in retirement I still use them.",Russell Athletic just makes good stuff. My softball teams used them
5,Awesome shoes I get compliments every time I wear them.,Five Stars
5,Spectacular Watch!! -Trump,Five Stars
5,I love it,Five Stars
5,"Great bag, original",Five Stars
5,"This is a Revision to Original Post....  I wrote this not thinking the straps were adjustable... Well my kid showed me I was wrong and now I have to give this 5 stars!!!!  Great Product and Great Price!!!!  Its Perfect!

Great pack, Good craftmenship, Nice color, Great price, Holds all my stuff

BUT........ the Straps are not adjustable and the HURT ME..... They are to small...  I still use it but It Hurts Me!!  No bueno

Make the straps adjustable and this backpack that amazingly also turns into a purse would surly be a 5 star.

FYI, Im slim thick, not thick thick.. So if you are thick thick good luck with this, and if your just slim then shouldn't be a problem for you.

Thanks",Revised... LOVE IT - Its perfect in every possible way!! Both as Backpack and as a Purse
5,Much more comfy than they look. I have them in 3 colors.,Love love love
5,My boyfriend loves it,Five Stars
5,Love the color and style. Pretty comfortable. Very easy to clean and maintain. I do have to wear an ankle socks since the back part of the shoe tends to rub against my heel.,Cool shoes
5,Really comfortable and cute!,Five Stars
5,NICE!,GREAT VALUE!
5,It's very comfortable.,Five Stars
5,Very nice,Five Stars
5,This star is tiny and exactly what I've been looking for as a cartilage item. It is difficult to secure the ball to the post but it helps if you have another person to do it. This arrived early and with no problems from the seller. Seems to be great quality; I've worn it for over a month with no issues.,I love it!
5,Great jeans! Order many of these!,Five Stars
5,Love it... Its cheerful colors and the complements I get ... Can't ask for more!!!,sassy
5,good,Five Stars
5,Awesome shirt! It fits great!,Five Stars
5,I bought this and other styles.  They fit really well.  I recommend buying two or three sizes to find the perfect fit.  Then return the ones that do not fit as expected.  The material feels great on the skin whether hot or cold out.,I recommend buying two or three sizes to find the perfect ...
5,"Absolutely love these Sloggers! They are durable, comfortable, easily cleanable. Great purchase!",Five Stars
5,This was exactly as described and I was pleased about the thickness and the quality.,Just what I wanted
5,"This is a great watch., functional and fashionable., Seiko has done it again with this watch, Solar, no replacement batteries, keeps accurate time. I would highly recommend this watch. I own 3 of the Seiko Solar  watches and can't imagine having any other Brand.",Great watch and Fashionable
5,Perfect fit! My husband loved the shirt.,Looks Great!
5,Great shoes I love them,Great shoes I love them
5,Awesome ring love itc,GREAT RING LOVE IT
5,Best movie ever. They can't and don't make movies like this anymore.....CLASSIC. lots of compliments about it. ,Five Stars
5,Have purchase two pcs if redline watch simply love it get lots of compliment!!  Good job !! redline keep It up hope to see more new design launching,Thumbs Up!!
5,"Great quality, love the color",Five Stars
5,Perfect my husband love it,Five Stars
5,Beautiful,Five Stars
5,Yes it clean jewelry real good,Five Stars
5,I will buy another pair.  I love these shoes!,I love these shoes
5,"Nice for the price larger than it looked in picture, just a nice piece!",Five Stars
5,Todavia los tengo pero no dan mas super buena calidad esta marca y comodosssss,Five Stars
5,These are awesome!!,Five Stars
5,"Very cute. I got a large, (5'5) could have gone for a medium. Super cute can be casual or dressier with some heels. Good material. Very pleased.",Super cute can be casual or dressier with some heels
5,I love this shirt. It gets so many comments from Apple fans and hate from Apple haters.,Five Stars
5,Awesome.,Five Stars
5,Super gift. Everyone likes frogskins.,Great sunglasses.
5,"Much better than expected! very comfortable. I use it almost every day and still shining like new. The only recommendation is to make them more breathable since I feel like my feet sweat more compared to other shoes. Despite that, five starts and can't beat the price!",Much better than expected
5,Perfect fit. Looks elegant and feels very comfortable.,Five Stars
5,Loved these earrings thanks,Five Stars
5,"Tough shirt, made right.  I'll buy more!",Five Stars
5,This is a normal size shirt. Not a coverup,Five Stars
5,Great fit . My son has all the colors . Can also play sports in them,Nice all around short
5,One Happy customer!,Five Stars
5,I am obsessed with this dress! Adrianna Papell is my new favorite designer. This dress fits so well and it's conservative yet becoming. The cobalt color is bright and beautiful and I get countless compliments. The ties are very long so they can be worn in numerous different ways.,obsessed!
5,Great fit. Good quality.,Five Stars
5,Perfect,Five Stars
5,Everybody is mirin the hoodie! <3,Five Stars
5,love it,Five Stars
5,"I gave this as a present to my daughter.  She loved it !!  She wore it at least half a dozen times in the past couple weeks.  The colors are sharp, the size is just a tad large (which I had hoped for), and the material is solid and not like see-through tees I have purchased in the past from other sellers.",Very Positive
5,Excellent,Five Stars
5,I loved these! They fit well and weren't too short or too long. The gems were bright and shiny without any imperfections and I had no trouble getting the ends screwed off & on. I would definitely recommend these! Especially on Valentines Day!,Cute Valentines Surprise
5,Excellent fit and these jeans are holding on great - I love them,Great Jeans
5,Like,Like
5,purchased as a gift,Five Stars
5,"beautiful, but way too big.",Five Stars
5,Great value and look very good,Five Stars
5,great cufflinks my husband loved them,Five Stars
5,"Was perfect for my Husband at our Wedding, to sport it for our son with Autism.",Five Stars
5,My son loves it.,Five Stars
5,Works great!  Excellent purchase!,Excellent Product!
5,So comfy and stylish!,Five Stars
5,I look tooo good in it!!!,Five Stars
5,This is a beautiful dress. The material is very comfortable for a little girl and is not itchy. My daughter wore this for the holiday season and continues to wear this on a regular basis. The added bonus is it does not have to be dry cleaned (hand washable).,Sweet Dress
5,"Beautiful boots!!! They are somewhat loose around the ankles (I do have smaller ankles), but it wasn't bothersome. They are comfy too! Love these boots and I'm happy with my purchase.",Beautiful boots!
5,Clever fun novelty luggage tag. Apparently well-made as well,Clever fun novelty luggage tag. Apparently well-made as well
5,2nd pair of Seychelles. This pair is just as great as the first. Super comfortable! Fit perfect. Sized up 1/2 size as per recommendations from other reviews.,Love them!
5,Love my shirt couldn't be happier and looks just like the picture.. thank you Amazon!.,Perfect
5,"Excellent, better than I expected. My mother in-law loved it.",Five Stars
5,Very nice and accurate description of the product.,Very Nice
5,"You have to cut this belt to fit, but that was mentioned in the product description. It's a great belt.",It's a great belt.
5,"it is very good ,l like it ;",Five Stars
5,Love the sneakers.,Five Stars
5,Fit is comfortable and lots of compliments on design,Five Stars
5,"This is well made, with nice crocheted lace detail down the outside of each sleeve. Also, the fabric is sturdy and perfect for winter. I have received compliments every time I have worn it.",Gorgeous and warm!
5,soft and comfortable. comfortable waist.,Five Stars
5,Excellent.,Great hard side luggage.
5,"Everyone loves these shoes, there the best so comfortable and so many colors. I want more",awesome fun shoes
5,"It is very beautiful in person, I really liked the color and size!",lovely purse
5,"I bought this dress in 3 different colors. The material is so comfortable and packs well as I travel for work.
Tons of compliments.",The material is so comfortable and packs well as I travel for work
5,Looked nice!,Five Stars
5,Good!,Five Stars
5,My wife loved this shirt. I'm a police officer and my brother is a firefighter the family got a lot of laughs when she shows up with this shirt on.,My wife loved this shirt
5,"Nice textured sweater. I bought the black-A6 style. It appears gray and black in the picture, but it is actually all black. The material is soft and kind of similar to yarn. It is not tightly knitted so I plan to wear a shirt under it since it is see through in areas. I ordered my normal size and it is long and loose fitting. I decided I like that with this sweater. I machine washed it in a delicates bag because of the possibly delicate stitching. I came out fine. I do expect it to be prone to snagging. It is very pretty and comfortable. It gets 5 stars for now, but I will have to see how well it holds up this winter. I received this product at a discount in exchange for my review.","Comfortable, Textured, Maybe Delicate"
5,I Love This product.,Five Stars
5,"They are Chuck Taylors, arch support was never the game plan for these shoes!!! I own over 150 pairs so understand that. Very comfortable as always and drives people nuts with the pattern. Love Em. I am a 12 order one size bigger all the time as these have always been a hair tight in the toes. Works for me.","Great pattern, good fit. Suggest one size bigger when ordering"
5,"Love the edgy look of these sandals. The sole is padded and flexible, making them super comfy!",Comfortable and stylish
5,big and hurts to wear.... ok otherwise......,it's a big ring.......
5,Luv thiswatch!!! Nice coral color for spring n summer!!!,Nice coral color for spring n summer
5,It is a great tie and it was a quick delivery,Five Stars
5,GREAT FOR GIFT GIVING REASONABLE PRICE.,SO NICE
5,"Got a good deal on this watch. I am retired Caterpillar so I immediately went for it. If you are a CAT person, you will like it.",CAT watches rock!
5,Good fit for a large head.,Five Stars
5,More of a pinkish than a dark red.,Five Stars
5,"Was skeptical about ordering a size smaller than usual but did as instructed. The top fits loosely, which is fine as I am using it when I attend physical therapy!!",Fits as promised!!
5,"Bought for my husband, keeps him warm for his job.  Thanks",Love them!
5,Fast delivery. Looks just like advertised.,Looks just like advertised.
5,Nice fabric that won't fade. Nice flattering fit,Five Stars
5,Very cute swimsuit.,Love it
5,EXCELLENT AS I HOPED IT,Five Stars
5,I have given this as a baby gift to friends & they love it!,... this as a baby gift to friends & they love it!
5,Very nice dress. I love it. Would buy more.,Love It
5,I love it besides it being a little small it was amazing and Iove it,Love it
5,"These shoes are amazing. So beautiful and flattering. I'm a size 6 and they are a little wide, but super comfortable. Great buy. I love them.",Surprised by these shoes
5,"Good quality, design and price!)))",like it!
5,Enjoy wearing it,Five Stars
5,Very nice jacket for my Tiger ;),Five Stars
5,"I love the design and quality. I ordered for my husband to drop his watch, change, and phone in one place. Works like a charm! I haven't heard ""Hon, have you seen my watch?"" in a while.",Good Quality
5,"Great quality, very pretty, looks exactly like the picture and shipped on time.",Five Stars
5,i love it!,Five Stars
5,"Looks great and works great, for the person that measures time differently :-)",Really nice watch
5,"Came right on time! Wore it to my friend's bridal shower and got tons of compliments.
It was so perfect and cute",Loved It!
5,Beautiful ring for stainless steel. Excellent fit.,Five Stars
5,Fits as expected and looks great,Five Stars
5,Absolutely love this jacket system. Only complaint is that the arms of the outer jacket without the liner feel somewhat sticky due to the type of material used perhaps. Hard to beat it for the price.,Absolutely love this jacket system
5,Works great. So far (2 weeks) it's kept my Rolex from losing time.,It Works.
5,hoodie fits great looks just like pictured and very warm.,Five Stars
5,I use this shoe shine kit and it works great.,Five Stars
5,This is exactly as pictured.  Very pretty stone and a pretty setting.  Very happy with this purchase,Very nice
5,"Love this hat. Fits as expected,  and is losing its stiffness over time, becoming more and more comfortable. Well worth the price.","Comfortable, affordable, simple cuban hat"
5,"Great top, my daughter liked the faded effect on the fabric and the comfy oversized fit. It looks cute worn with leggings or slim denim. Washes well and I would recommend.",Cute top with nice effect on the fabric
5,Very nice.,Five Stars
5,Loved the style color good beading colorful,Five Stars
5,This necklace is so adorable and the smell is amazing. I love Tiny Hands necklaces!,Five Stars
5,Pretty comfy and they look good. Very happy,Good buy
5,Excellent service.  It's a gorgeous watch,Five Stars
5,"Very Pretty and Feminine. Well made.
I just wish there were more colors.",Five Stars
5,Adorable tri colored necklace.  Will match any outfit and the quality is really nice also.  Great gift for my sister.,Love!
5,"Beautiful necklace that measures approximately 18 inches. The necklace is a spiral shape making it sturdier than or what chains. The pendant is filled with tiny clear crystals. The clasp of the necklace makes it easy to hook.
I received this item for a reduced price in exchange for my honest and unbiased opinion.",Unique  design
5,Absolutely wonderful!!! The fabric envelopes are sturdy unlike with paper envelopes.  Looks stylish as well!,Five Stars
5,Bright and bold...makes a statement to all who questioned if the Big 10 had what it takes.,Bright and bold... makes a statement to ...
5,Son loves them. Wares them everyday,Five Stars
5,These gloves are so girly.  I'm sure she will love them!,Hands stay warm and dry while skiing Vail with Aunt Patty!
5,"It's so great ! Slim fit , fit me perfect ! I love it so much!",Five Stars
5,"I have a couple other Weide watches and, like this one, they are all large  - not something a woman would probably favor wearing, but it is easy to read the analog hands, so it's fine for me.  I Originally gave this watch only three stars because I found the watch band more of a child's size than an adult's, although it still did fit my wrist.  The seller, however, was sympathetic and responsible to my concern and made amends, reflecting excellent customer service.  So...this Weide watch, like my others, is attractive, well made, and I'm looking forward to it serving me well.",Functional and Attractive
5,Love it!!!,Five Stars
5,Love the colors and the fit! I bought a pair of the navy and the green.,Stylish!
5,This is the perfect size bag for carrying on the airplane. It holds my iPad 2 and magazines without having to fold them. Bag is very well made with sturdy construction.,This is the perfect size bag for carrying on the airplane
5,Walk a few miles every day on concrete.  Shoes provide excellent support and cushion.  Very pleased.,Shoes provide excellent support and cushion
5,Beautiful!!,Five Stars
5,This ring is so pretty. I love the color of the stone & the way the ring is made.,Five Stars
5,Girlfriend loves it.,Five Stars
5,I love it . It's flat and pretty  very comfortable. . I am tough on rings and so far it holds its shape,I love it. It's flat and pretty very comfortable
5,Love it!!,Five Stars
5,Worked well for Halloween,Five Stars
5,This hat is adorable and reflects my political stand of resistance!  I wear it around the house to remind myself why I feel strongly about my stance of resistance.,My Politics
5,Great quality,Five Stars
5,"SIMPLY PERFECT I LOVE, I WANT ALL",Five Stars
5,love it,Five Stars
5,It's nice my husband loves it came on time and it's warm he say,Five Stars
5,"I get regular compliments on this jacket. After being introduced to the brand through a personal shopping service you may have heard about, I found this on Amazon at ~75% off the price I was quoted. It is a trendy, versatile jacket that will turn heads. I normally wear a 40R jacket and originally ordered a Size 50 (European sizing?). However it was slightly small and I went up a size to a 52, which fits very well.

Be careful about what to order. I had issues with Amazon delivering the ""Jonas Tonning Jacket"" as the photo did not match the description. Order based off the photo!",Great Jacket - I Bought This One and Another!
5,love these shoes. no break in time and very warm.,Great pair of shoes!!
5,Very pleased with this dress! Comfy & flattering! Very versatile!,Five Stars
5,"My daughter was ABSOLUTELY in love with this! The size was just right, as I was worried that it would be too small or too big. It's just right with room for growth and possible shrinkage. She looks like a huge stuffed animal in this...she just adores it!",My daughter was ABSOLUTELY in love with this
5,best bra ever,no bulges or lines
5,They sit good and are comfortable. Thinking about ordering again.,Five Stars
5,Warm and comfy.,Five Stars
5,"This is a beautiful set.  The bra is very pushup and probably adds 2 sizes.  My girl looks great in this and says its very comfortable.  shes 5'6"" and 110.  got the 75b bra.",This is a beautiful set. The bra is very pushup and probably ...
5,"I love this dress. I wore it to church on Mother's Day and got so many compliments. The turquoise color is beautiful and definitely my color. Prepregnancy I wore a 4, but thought I was getting big at 28 weeks, so I ordered a 6. It's a little big I feel, though my husband and kids say it's perfect, but the tie can be tied as tight or loose as you need. Will be great for nursing with the bigger size so I'm well covered, not falling out. And it's SO comfortable! Steaming it got the wrinkles out and I'm sure it will travel well.",I love this dress
5,Perfect!,Five Stars
5,Good,Five Stars
5,This is a very well made patch that any fan of the Godzilla Wars movies would be happy to own. Such collectables are hard to come by here in the US.,... any fan of the Godzilla Wars movies would be happy to own
5,Gorgeous and comfortable with fast delivery and perfect condition.,Five Stars
5,Nice boots great for people under 5 feet thanks,Boots
5,Girls these shoes were meant for walking and everybody was peeping my style. Hope it's available for next fall. I want to try another color,Girls these shoes were meant for walking and everybody was ...
5,It's The Simpsons. Need I say more?!,Five Stars
5,Comfortably sized pendant and the carving on it is nice. I'm very happy with it.,Five Stars
5,feel good!,Five Stars
5,good product.,Five Stars
5,"These have saved my shoulders, have bought extras and have given them to my friends.",Shoulder Saver
5,Gift recipient  loves it.,Five Stars
5,Great fit. As described. Arrived early :-).,Five Stars
5,Very good!,Five Stars
5,My husband really likes them...the wash well too!,Five Stars
5,exelent,Five Stars
5,"I'm very happy I purchased these. they are ridiculously sexy and very comfortable. I wore them with a pair of sexy jeans and then dress pants, received many compliments each time. if your questioning whether to buy these shoes don't. For a reasonable cost you can add these shoes to your wardrobe and start feeling sexy and confident : ) I ordered a size 8, true to size.",Don't hesitate buying you'll regret it
5,"Very comfortable, no defects.",Five Stars
5,"My husband had a vest like this that he purchased at a cattle show, but it was a XXL and he really needed a XL, so he ordered the size he needed.  Fits true to size!",My husband had a vest like this that he purchased at a cattle show
5,exactly what we wanted!,Five Stars
5,"This is beautiful watch. The one size bangle did just fit my wrist perfectly. If you have a large wrist, it probably won't fit. It does not come with extenders as some other watches do. That being said, it lives up to its Coach Family Name. Its even more beautiful than the photo.",Beautiful Watch!!!!!
5,"Good and warm,not to heavy",Five Stars
5,This bracelet is absolutely beautiful. It has a wonderful sparkle.,Simply Beautiful
5,I buy these every year to give as an end of the year gift to my second graders. Love the colors and they fit well also.,Great gift and party favor
5,Really nice,Five Stars
5,"I don't often write reviews but I will give this company five stars for 2 specific reasons
1. My daughter loved her outfit, her face lit up when she saw it. So thanks for that
2. I ordered it a bit last minute because i couldn't decide on what I wanted and I got anxious that it wouldn't reach in time. I live in Trinidad and Tobago so I contacted the sellers and they were prompt to respond and very nice in giving assurances that my order would be on time.  And it did, so thank you Bubblegum Divas",My daughter loved her outfit
5,Love Life is Good !,Five Stars
5,"I love this top and get tons of nice comments.  I'm tall and ""curvy"", ok plump, and i pair this with a jean skirt and I feel like I look good.  The skinny modle doesn't do it justice. I need more of these.",you need this top
5,"Really great!  If you love cows, you will loooooooove it.",Really great! If you love cows
5,This is the perfect clothing item for relaxing. Fabric is smooth and washes well. LOVE IT!!,Five Stars
5,excelente producto!!,Five Stars
5,"I guess is a matter of taste. I am pleased with my purchase. Everyone I have showed to, loves it.",Beautiful
5,Looks just like the picture,Five Stars
5,I got these for my similar-colored 2nd gen nike flyknit 4.0 frees for mma training. They look sweet and I haven't noticed any premature wearing or fraying after 2 months of training. My only complaint is they do not come in a shorter size as they are slightly too long for my nike frees.,Really cool laces
5,Love it!!!,Five Stars
5,Adorable!,Five Stars
5,I love these shoes and I would definitely buy another pair! They are very comfortable and look great with cuffed jeans or shorts.  The best part is they are vegan!,These shoes are everything!!
5,love them they are great and the feel even better,Five Stars
5,Love it... exactly what I was wanting!,Five Stars
5,wonderful quality,Five Stars
5,These are the BEST skimmers ever!!,Five Stars
5,"This bag is just what I needed for carrying my knitting.  It is well designed, attractive and it looks like it will hold up well to the constant use I give it.",Knit Happy
5,"The delivery time was excellent, and sized correct. My dad is wearing it on his New Years cruise. My brothers and sister will be ordering from Blair also.",Dad's favorite shirt
5,Very nice wallet,Five Stars
5,great product,Five Stars
5,Best quality shirts on the market. These shirts never go out of style....Want to look like you are on vacation ? Buy Reyn Spooner Shirts !!!,Die Hard Reyn Spooner Fan
5,Socks! Yea!,As described
5,"Fits nice, feels nice and my wife loves them. Win, win, win",Winning
5,Love this bag! We use it as a diaper bag and couldn't love it more!,Perfect!
5,Very comfortable and perform better than expected.,Five Stars
5,Nice jacket for rough and ready boy,nice bright camp for little big
5,Product arrived as expected,Five Stars
5,Great quality!,Five Stars
5,"These are awesome!  They look like much more expensive then they actually are!  Great color, I can't wait to wear them out!!",These are awesome! They look like much more expensive then they ...
5,"Love this items is so comfy had lots of nice compliments service excellent with this seller will be back.
Big thank u",Love this items is so comfy had lots of nice ...
5,This shirt washes and drys beautifully. My sons have 3 different colors. I would buy again. This shirt fits as expected.,Wonderful shirt
5,Great shirt and material.. Quality met expectations,Five Stars
5,Very happy with my purchase,Five Stars
5,Great vest. Love it.,Five Stars
5,Neat shirt,Five Stars
5,just carry everything i had to carry around  ove them both,Five Stars
5,"Looks great on my wife and she likes wearing it, so win-win",win-win for the wife and I
5,It is ok,Five Stars
5,It's was great,Five Stars
5,"amazing ,fit as expected","amazing, fit as expected"
5,Great jacket! Love it! Was surprised when I received it to find out it wasn't the same color as portrayed but overall wonderful! Be careful! Look at the color description listed instead of the picture! I ordered high rise grey and i thought it contained a white layer but it didn't! The picture showed it grey and white though.. Overall wonderful jacket! Love if as much or even better then the one i would have gotten! Another purchase very soon!,Wonderful yet different
5,"Wonderful coat. I'm 6' 195 pounds with a belly and broad shoulders. I bought XL and it fits perfect. Still room to wear a sweater under it if needed. It arrived on time and the coat is just as advertised. It's a heavy coat, about 3 pounds, so I'm sure it will work great in cold wet weather. I purchased the coat for an upcoming vacation to The Netherlands. It's going to be cold with lots of rain. I'm confident this coat will fit the bill. I got black and it's really a good looking coat. I have never spent this much money on a coat but after wearing it today in the freezing weather I have no regrets.",great warm coat
5,I love love love this!,Five Stars
5,"Caveat: I am returning this because it's just a smidge too large, but I'm re-ordering it in a smaller size in the hopes that will be the ticket. This dress is BEAUTIFUL. I actually sucked all the air out of the room when I lifted it out of the box. It is truly gorgeous. A couple of things to note: it is HEAVY (the beadwork), but I think that adds to the luxury feel. It is a blouson top, which isn't that obvious from the photo. I love that the straps are wide enough to hide standard bra straps - finding a strapless to accomodate being well-endowed is a special kind of hell. I found this dress to be quite long (I'm 5'6""), but one can either wear very tall heels or have it shortened - I this might make a less formal but no less gorgeous item if properly shortened. If the smaller size works out, I'll try to post a photo. But really, have no doubt - this is STUNNING - like diamonds in the sky!",Gorgeous and Stunning Like A Night Sky
5,"Adorable. I like that the cat face is part of the material, not sewn on.",Five Stars
5,Clutch was beautiful. Great design. Color was nice. Completed my attire perfectly but chain strap was flemsly and broke immediately.  I still wore as clutch and got lots of complements. Great buy for that price,beautiful handbag
5,Great product for a very reasonable price.,Five Stars
5,Perfect fit! I love the detail and designs of this monokini. Very flattering print.,Five Stars
5,nice glasses,Five Stars
5,"1st, I would like to point out that this shirt is made with Chinese Sizes in mind. Therefore, it would help to pay attention NOT to the size chart so much as the actual size options available (for example, it says X-Large/US 6: this means it's a US size 6). I only put that this product was too small so that others would be aware about the size differences. But I am 5' 2"", 130 lbs, and a 36 D. The size XL fit perfect!

I bought it December 23rd, it was shipped December 25th, and I received it January 9th (which was extremely quick seeing as how my expected delivery date was January 20th - February 5th).

The only thing I wasn't expecting was the color of the sequin strip. I bought the white and ""gold"" shirt but the strip is closer to a pink/rose gold as opposed to just a yellow gold like shown in the picture.

I still love this nonetheless and would definitely recommend it to a friend!",I would like to point out that this shirt is made with ...
5,I have a million pairs of 1/2 socks. I love them and yes they stay on and stay in place.,I love these socks.
5,I have receiced soo many compliments for this sweater.. Its very cute and warmer than you would expect.. Worth the money..,Good looking and warm
5,Qulity made and exactly fit.,Five Stars
5,Gift for my wife. She liked it very much,She liked it very
5,I purchased the Amazon Gear Women's Hooded MVP  and I love it. Purchased a size extra large great fit so I give five stars. As you see the model wear the jacket that is the way it fits real nice. I am happy with this product. It arrived on time and was neatly packaged it is worth the money. TMK in Bethlehem PA.,"Amazon Gear Women's Hooded MVP, great buy."
5,My daughter loves them!!!,Five Stars
5,Love this dress and the fact that it has pockets!,It has pockets!
5,Super cute,love it
5,Love the color,Five Stars
5,Very pleased with product.,Five Stars
5,"Belt is very beautiful.  It may require stitching to your garment of choice.  Even after attaching to your dress, there is a tendency for your fabric to ""get caught"" onto the belt.  Not highly inconvenient, but something to be cautious with.  It's very beautiful and well worth the price paid.",Very beautiful and well worth the price paid
5,"Cute dress, had to return too big",Five Stars
5,Great quality and matches pictures expected happy overall,Five Stars
5,very comfortable & versatile. can be worn for many occasions.,Five Stars
5,"My grandson really liked the shirt. It was a cool fabric and fit just right. Great delivery also, came when they said it would. Happy customer..",My grandson really liked the shirt
5,"I love these socks ! I'm 13 year old girl and there so cute ! My mom bought these for my birthday and I lve them , also they are darker then they seam in the picture ! Hope this helped !",Great socks there so fun!
5,"I've had this backpack for two years now and have used it on countless weekends, music festivals, plan rides and vacations. It is just now beginning to show any signs of wear (the leather on the drawstrings is beginning to fray) which is expected for the amount of use I've gotten out of it. It's very cute, goes with anything, and I love the diversity of pockets which allow me to really organize my things and not just throw them all into a giant cavernous backpack. Overall, would highly recommend especially for the price.","Great quality, look and functionality"
5,"Love these shoes. Its taken me at least 5 months to find a pair of shoes that matched my suit, shirt and tie combo. These fit the bill. Ive purchused other ferro aldo shoes here and at a local retailer and plan to buy more.",Love these shoes
5,"I usually wear a 7-1/2 or 8, so I ordered an 8.  They are too small.  But otherwise adorable, will be returning and ordering a size up.",Too Small :(
5,Arrived on time and my nephew loooooves it.... yes a little big but he's in love... wants another,More more more
5,This is my favorite bra!,Perfect!
5,Very pleased with the ring. It looks expensive! I got one of these fro my husband 3 years ago from Hawaii ($80) and wanted something similar to match his. This one looks very similar for the fraction of the cost. I am glad I got it as an alternate for when I go running. The medal is very smooth and never gets scratched on anything.,Very nice!
5,love 'em!,Five Stars
5,Great Shirt! Terrifies people very well!,Five Stars
